SCRIP_CD,scrip_id,Scrip_Name,Issuer_Name
513507,Gujcont,Gujarat Containers Limited,Gujarat Containers Limited
513509,Kalyanifrg,Kalyani Forge Limited,Kalyani Forge Limited
513511,Panchmahq,Panchmahal Steel Limited,Panchmahal Steel Limited
513513,Aditya,Aditya Ispat Limited,Aditya Ispat Limited
513515,Srind,S.R.Industries Limited,S.R.Industries Limited
513517,Steelcas,Steelcast Limited,Steelcast Limited
513519,Pittieng,Pitti Engineering Limited-$,Pitti Engineering Limited
513528,Glittekg,Glittek Granites Limited,Glittek Granites Limited
513532,Pradpme,Pradeep Metals Limited,Pradeep Metals Limited
513536,Gnrl,Gujarat Natural Resources Limited,Gujarat Natural Resources Limited
513540,Tnstltu,Tamilnadu Steel Tubes Limited,Tamilnadu Steel Tubes Limited
513548,Shrdais,Sharda Ispat Limited,Sharda Ispat Limited
513554,Mahasteel,Mahamaya Steel Industries Limited,Mahamaya Steel Industries Limited
513566,Novis,Nova Iron & Steel Limited,Nova Iron & Steel Limited
513575,Sterpow,Sterling Powergensys Limited,Sterling Powergensys Limited
513579,Ffpl,Foundry Fuel Products Limited,Foundry Fuel Products Limited
513599,Hindcopper,Hindustan Copper Limited,Hindustan Copper Limited
513629,Tulsyan,Tulsyan Nec Limited-$,Tulsyan Nec Limited
513642,Axelpoly,Axel Polymers Limited,Axel Polymers Limited
513683,Nlcindia,Nlc India Limited,Nlc India Limited
513687,Spectra,Spectra Industries Limited,Spectra Industries Limited
513693,Kajarir,Kic Metaliks Limited,Kic Metaliks Limited
513699,Solidston,Solid Stone Company Limited,Solid Stone Company Limited
513709,Shilgravq,Shilp Gravures Limited-$,Shilp Gravures Limited
513713,Whiteorg,White Organic Agro Limited,White Organic Agro Limited
513721,Mfsintrcrp,Mfs Intercorp Limited,Mfs Intercorp Limited
513729,Arogranite,Aro Granite Industries Limited-$,Aro Granite Industries Limited
514010,Rudraeco,Rudra Ecovation Limited,Rudra Ecovation Limited
514028,Rajksyn,Rajkamal Synthetics Limited,Rajkamal Synthetics Limited
514030,Deepaksp,Deepak Spinners Limited-$,Deepak Spinners Limited,
514036,Loyaltex,Loyal Textile Mills Limited-$,Loyal Textiles Mills Limited
514043,Himatseide,Himatsingka Seide Limited,Himatsingka Seide Limited,
514045,Bsl,Bsl Limited,Bsl Limited,
514060,Markobenz,Markobenz Ventures Limited,Markobenz Ventures Limited
514087,Pbmpoly,Pbm Polytex Limited-$,P.B.M. Polytex Limited,
514113,Adinath,Adinath Textiles Limited,Adinath Textiles Limited,
514128,Konarksy,Konark Synthetic Limited,Konark Synthetics  Limited
514138,Suryala,Suryalata Spinning Mills Limited-$,Suryalata Spinning Mills Limited,
514140,Suryvansp,Suryavanshi Spinning Mills Limited-$,Suryavanshi Spinning Mills Limited,
514142,Ttl,T T Limited-$,T T Limited
514144,Uniworth,Uniworth Limited,Uniworth Limited,
514162,Welspunliv,Welspun Living Limited,Welspun Living Limited
514165,Indianacry,Indian Acrylics Limited,Indian Acrylics Limited
514167,Ganecos,Ganesha Ecosphere Limited,Ganesha Ecosphere Limited
514171,Ceetain,Ceeta Industries Limited,Ceeta Industries Limited
514175,Vardmnpoly,Vardhman Polytex Limited,Vardhman Polytex Limited,
514177,Rishyrn,Rishab Special Yarns Limited,Rishabh Special Yarns Limited
514183,Blackrose,Black Rose Industries Limited,Black Rose Industries Limited
514197,Stcorp,S&T Corporation Limited,S & T Corporation Limited
514211,Sumeetinds,Sumeet Industries Limited-$,Sumeet Industries Limited
514215,Binny,Binny Limited,Binny Limited,
514221,Klifestyl,K-Lifestyle & Industries Limited,K-Lifestyle & Industries Limited
514223,Ramgopoly,Ramgopal Polytex Limited,Ramgopal Polytex Limited
514234,Sangamind,Sangam (India) Limited,Sangam (India) Limited
514236,Ttlel,Ttl Enterprises Limited,Ttl Enterprises Limited
514238,Mkventures,Mkventures Capital Limited,Mkventures Capital Limited
514240,Kushind,Kush Industries Limited,Kush Industries Limited
514248,Srecr,Sreechem Resins Limited,Sree Chem Resins Limited
514260,Surbhin,Surbhi Industries Limited,Surbhi Industries Limited
514264,Seasonst,Seasons Textiles Limited-$,Seasons Textiles Limited
514266,Zenifib,Zenith Fibres Limited-$,Zenith Fibres Limited
514272,Bhilspin,Bhilwara Spinners Limited,Bhilwara Spinners Limited
514274,Aarveeden,Aarvee Denims & Exports Limited,Aarvee Denims & Exports Limited,
514280,Santetx,Sanrhea Technical Textiles Limited,Sanrhea Technical Textiles Limited
514286,Ashimasyn,Ashima Limited,Ashima Limited
514300,Pioneeremb,Pioneer Embroideries Limited-$,Pioneer Embroideries Limited
514302,Vippysp,Vippy Spinpro Limited,Vippy Spinpro Limited
514312,Jaihinds,Jaihind Synthetics Limited,Jaihind Synthetics Limited
514316,Raghusyn,Raghuvir Synthetics Limited,Raghuvir Synthetics Limited
514318,Jattaindus,Jattashankar Industies Limited,Jattashankar Industries Limited
514322,Kamadgiri,Kamadgiri Fashion Limited-$,Kamadgiri Fashion Limited
514324,Omnitex,Omnitex Industries (India) Limited,Omnitex Industries (India) Limited
514326,Patspinlimited,Patspin India Limited,Patspin India Limited
514330,Oneglobal,One Global Service Provider Limited,One Global Service Provider Limited
514332,Neoinfra,Neo Infracon Limited,Neo Infracon Limited
514336,Genesis,Genesis Ibrc India Limited,Genesis Ibrc India Limited
514348,Winsome,Winsome Yarns Limited,Winsome Yarns Limited
514354,Premierpol,Premier Polyfilm Limited,Premier Polyfilm Limited
514358,Everfin,Everlon Financials Limited,Everlon Financials Limited
514360,Krrail,K&R Rail Engineering Limited,K&R Rail Engineering Limited
514378,Yarnsyn,Yarn Syndicate Limited,Yarn Syndicate Limited
514386,Gujcotex,Gujarat Cotex Limited,Gujarat Cotex Limited
514400,Garwsyn,Garware Synthetics Limited,Garware Synthetics Limited
514402,Ecohotels,Eco Hotels And Resorts Limited,Eco Hotels And Resorts Limited
514412,Sarupindus,Sarup Industries Limited-$,Sarup Industries Limited
514418,Manorg,Mangalam Organics Limited,Mangalam Organics Limited
514428,Hindadh,Hindustan Adhesives Limited,Hindustan Adhesives Limited
514440,Bptex,Blue Pearl Texspin Limited,Blue Pearl Texspin Limited
514442,Srikprind,Sri Kpr Industries Limited,Sri Kpr Industries Limited
514448,Jyotires,Jyoti Resins & Adhesives Limited,Jyoti Resins & Adhesives Limited,
514450,Mhlxmiru,Mahalaxmi Rubtech Limited,Mahalaxmi Rubtech Limited
514454,Soutlat,Southern Latex Limited,Southern Latex Limited
514460,Oswayrn,Oswal Yarns Limited,Oswal Yarns Limited
514470,Winsomtx,Winsome Textile Industries Limited-$,Winsome Textile Industries Limited
515008,Modinsu,Modern Insulators Limited,Modern Insulators Limited,
515018,Regenceram,Regency Ceramics Limited,Regency Ceramics Limited
515030,Asahiindia,Asahi India Glass Limited,Asahi India Glass Limited
515037,Murudcera,Murudeshwar Ceramics Limited,Murudeshwar Ceramics Limited,
515043,Saintgobain,Saint-Gobain Sekurit India Limited,Saint-Gobain Sekurit India Limited
515055,Anantraj,Anant Raj Limited-$,Anant Raj Limited
515059,Madhudin,Madhusudan Industries Limited,Madhusudan Industries Limited,
515085,Restile,Restile Ceramics Limited,Restile Ceramics Limited
515093,Madhav,Madhav Marbles & Granites Limited,Madhav Marbles & Granites Limited,
515127,Ramasigns,Ramasigns Industries Limited,Ramasigns Industries Limited
515145,Hindnatgls,Hindusthan National Glass & Industries Limited-$,Hindusthan National Glass & Industr
515147,Haldyngl,Haldyn Glass Limited-$,Haldyn Glass Limited
516003,Duroply,Duroply Industries Limited,Duroply Industries Limited
516016,Shreyanind,Shreyans Industries Limited-$,Shreyans Industries Limited.,
516020,Agiopaper,Agio Paper & Industries Limited-$,Agio Paper & Industries Limited
516022,Starpaper,Star Paper Mills Limited,Star Paper Mills Limited
516030,Pakka,Pakka Limited-$,Pakka Limited
516032,Tahmarent,Tahmar Enterprises Limited,Tahmar Enterprises Limited
516038,Somappr,Soma Papers & Industries Limited,Soma Papers & Industries Limited,
516062,Natply,National Plywood Industries Limited,National Plywood Industries Limited
516064,Arrowgreen,Arrow Greentech Limited,Arrow Greentech Limited
516072,Vishnu,Vishnu Chemicals Limited,Vishnu Chemicals Limited
516078,Jumbo,Jumbo Bag Limited,Jumbo Bag Limited
516082,Nrail,N.R.Agarwal Industries Limited,N.R.Agarwal Industries Limited
516092,3Pland,3P Land Holdings Limited,3P Land Holdings Limited
516096,Sanpa,Sangal Papers Limited,Sangal Papers Limited
516098,Ventura,Ventura Textiles Limited,Ventura Textiles Limited
516106,Shkartp,Shree Karthik Papers Limited,Shree Karthik Papers Limited
516108,Sthinpa,South India Paper Mills Limited,South India Paper Mills Limited
516110,Familycare,Family Care Hospitals Limited,Family Care Hospitals Limited
517015,Vindhyatel,Vindhya Telelinks Limited,Vindhya Telelinks Limited,
517035,Rir,Rir Power Electronics Limited,Rir Power Electronics Limited
517041,Adorweld,Ador Welding Limited,Ador Welding Limited
517044,Idm,International Data Management Limited,International Data Managements Limited
517059,Salzerelec,Salzer Electronics Limited-$,Salzer Electronics Limited,
517063,Jetkingq,Jetking Infotrain Limited,Jetking Infotrain Limited
517077,Indagiv,Ind-Agiv Commerce Limited,Ind-Agiv Commerce Limited
517096,Aplab,Aplab Limited-$,Aplab Limited
517119,Pcs,Pcs Technology Limited,Pcs Technology Limited
517146,Ushamart,Usha Martin Limited,Usha Martin Limited
517166,Spels,Spel Semiconductor Limited,Spel Semiconductor Limited
517168,Subros,Subros Limited,Subros Limited,
517170,Edvenswa,Edvenswa Enterprises Limited,Edvenswa Enterprises Limited
517172,Pervasive,Pervasive Commodities Limited,Pervasive Commodities Limited
517174,Honaut,Honeywell Automation India Limited,Honeywell Automation India Limited
517201,Switchte,Switching Technologies Gunther Limited,Switching Technologies Gunther Limited
517206,Lumaxind,Lumax Industries Limited,Lumax Industries Limited,
517214,Digispice,Digispice Technologies Limited-$,Digispice Technologies Limited
517230,Pael,Pae Limited,Pae Limited
517236,Calcom,Calcom Vision Limited,Calcom Vision Limited,
517238,Dynavsn,Dynavision Limited,Dynavision Limited
517246,Bccfuba,Bcc Fuba India Limited,Bcc Fuba India Limited,
517258,Precisio,Precision Electronics Limited,Precision Electronics Limited,
517264,Fineline,Fine-Line Circuits Limited,Fine-Line Circuits Limited
517271,Hblpower,Hbl Power Systems Limited-$,Hbl Power Systems Limited
517273,S&Spower,S&S Power Switchgear Limited,S & S Power Switchgears Limited,
517288,Gujaratpoly,Gujarat Poly Electronics Limited,Gujarat Poly Electronics Limited
517300,Gipcl,Gujarat Industries Power Co.Limited,Gujarat Industries Power Co. Limited
517320,Savinfoco,Savant Infocomm Limited,Savant Infocomm Limited
517330,Cmicables,Cmi Limited,Cmi Limited
517334,Motherson,Samvardhana Motherson International Limited,Samvardhana Motherson International Limited
517344,Mindteck,Mindteck (India) Limited,Mindteck (India) Limited
517354,Havells,Havells India Limited,Havells India Limited
517356,Aciin,Aci Infocom Limited,Aci Infocom Limited
517360,Sbecsys,Sbec Systems (India) Limited,Sbec Systems (Ind) Limited
517370,Incap,Incap Limited,Incap Limited
517372,Gujintrx,Gujarat Intrux Limited-$,Gujarat Intrux Limited
517380,Igarashi,Igarashi Motors India Limited,Igarashi Motors India Limited
517385,Symphony,Symphony Limited,Symphony Limited
517393,Vintron,Vintron Informatics Limited,Vintron Informatics Limited
517397,Panelec,Pan Electronics India Limited,Pan Electronics India Limited
517399,Vxlinstr,Vxl Instruments Limited,Vxl Instruments Limited
517411,Shyamtel,Shyam Telecom Limited,Shyam Telecom Limited
517415,Leenee,Lee & Nee Softwares (Exports) Limited,Lee & Nee Softwares (Exports) Limited
517417,Patelsai,Patels Airtemp (India) Limited,Patels Airtemp (I) Limited
517421,Butterfly,Butterfly Gandhimathi Appliances Limited,Butterfly Gandhimathi Appliances Limited
517423,Integsw,Integra Switchgear Limited,Integra Switchgear Limited
517429,Athenaglo,Athena Global Technologies Limited-$,Athena Global Technologies Limited
517431,Narmp,Narmada Macplast Drip Irrigation Systems Limited,Narmada Macplast Drip Irrigation Sy
517437,Dutron,Dutron Polymers Limited-$,Dutron  Polymers Limited
517447,Rssoftware,R.S.Software India Limited,R S Software India Limited
517449,Magnaelq,Magna Electro Castings Limited-$,Magna Electro Castings Limited
517463,Linaks,Linaks Microelectronics Limited,Linaks Microelectronics Limited
517467,Marsons,Marsons Limited,Marsons Limited
517477,Elnet,Elnet Technologies Limited-$,Elnet Technologies Limited
517494,Accel,Accel Limited,Accel Limited
517498,Webelsolar,Websol Energy System Limited,Websol Energy System Limited
517500,Roto,Roto Pumps Limited,Roto Pumps Limited
517506,Ttkprestig,Ttk Prestige Limited,Ttk Prestige Limited
517514,Dhindia,D&H India Limited-$,D & H India Limited
517522,Rajratan,Rajratan Global Wire Limited,Rajratan Global Wire Limited
517530,Suranat&P,Surana Telecom And Power Limited,Surana Telecom And Power Limited
517536,Onwardtec,Onward Technologies Limited,Onward Technologies Limited
517544,Centum,Centum Electronics Limited,Centum Electronics Limited
517546,Alfatran,Alfa Transformers Limited,Alfa Transformers Limited
517548,Starlite,Starlite Components Limited,Starlite Components Limited
517554,Nhcfoods,Nhc Foods Limited,Nhc Foods Limited
517556,Pvp,Pvp Ventures Limited,Pvp Ventures Limited
517562,Trigyn,Trigyn Technologies Limited,Trigyn Technologies Limited
517569,Kei,Kei Industries Limited,Kei Industries Limited
518011,Keerthi,Keerthi Industries Limited,Keerthi Industries Limited
518017,Bheemacem,Bheema Cements Limited,Bheema Cements Limited
518075,Suraj,Suraj Products Limited,Suraj Products Limited
518091,Apcl,Anjani Portland Cement Limited-$,Anjani Portland Cement Limited
519003,Modinatur,Modi Naturals Limited,Modi Naturals Limited
519014,Prsntin,Prashant India Limited,Prashant India Limited
519031,Shahfood,Shah Foods Limited,Shah Foods Limited
519064,Zkhanden,Khandelwal Extraction Limited,Khandelwal Extraction Limited,
519091,Tastybite,Tasty Bite Eatables Limited,Tasty Bite Eatables Limited,
519097,Riteshin,Ritesh International Limited,Ritesh International Limited
519105,Avtnpl,Avt Natural Products Limited,Avt Natural Products Limited
519126,Hndfds,Hindustan Foods Limited,Hindustan Foods Limited,
519136,Naharindus,Nahar Industrial Enterprises Limited-$,Nahar Industrial Enterprises Limited
519152,Vadilent,Vadilal Enterprises Limited,Vadilal Enterprises Limited,
519156,Vadilalind,Vadilal Industries Limited-$,Vadilal Industries Limited,
519174,Ashai,Ashiana Agro Industries Limited,Ashiana Agro Industries Limited
519183,Adffoods,Adf Foods Limited-$,Adf Foods Limited.
519191,Rgrl,Retro Green Revolution Limited,Retro Green Revolution Limited
519214,Willimfi,Williamson Financial Services Limited,Williamson Financial Services Limited
519216,Ajantsoy,Ajanta Soya Limited,Ajanta Soya Limited
519224,Willamagor,Williamson Magor & Company Limited,William Magor & Company Limited
519230,Richirich,Richirich Inventures Limited,Richirich Inventures Limited
519234,Siel,Superior Industrial Enterprises Limited,Superior Industrial Enterprises Limited
519238,Sptrshi,Saptarishi Agro Industries Limited,Saptarishi Agro Industries Limited
519242,Srdaprt,Sarda Proteins Limited,Sarda Proteins Limited
519260,Sanwaria,Sanwaria Consumer Limited-$,Sanwaria Consumer Limited
519262,Primagr,Prima Agro Limited,Prima Agro Limited
519279,Madhurind,Madhur Industries Limited,Madhur Industries Limited
519285,Tarai,Tarai Foods Limited,Tarai Foods Limited
519287,Modairy,Modern Dairies Limited,Modern Dairies Limited
519295,Bambino,Bambino Agro Industries Limited,Bambino Agro Industries Limited
519299,Primind,Prime Industries Limited,Prime Industries Limited
519307,Vikaswsp,Vikas Wsp Limited,Vikas Wsp Limited
519331,Vsfproj,Vsf Projects Limited,Vsf Projects Limited
519353,Banstea,Bansisons Tea Industries Limited,Bansisons Tea Industries Limited
519359,Poonadal,Poona Dal & Oil Industries Limited,Poona Dal And Oil Industries Limited
519367,Transfd,Transglobe Foods Limited,Transglobe Foods Limited
519383,Anikinds,Anik Industries Limited,Anik Industries Limited
519397,Shindl,Sharat Industries Limited,Sharat Industries Limited
519413,Datiware,Datiware Maritime Infra Limited,Datiware Maritime Infra Limited
519415,Kmgmilk,Kmg Milk Food Limited,Kmg Milk Food Limited
519421,Kse,Kse Limited-$,Kse Limited
519439,Pionagr,Pioneer Agro Extracts Limited,Pioneer Agro Extracts Limited
519455,Narbada,Narbada Gems And Jewellery Limited,Narbada Gems And Jewellery Limited
519457,Viratcra,Virat Crane Industries Limited,Virat Crane Industries Limited
519463,Ibinfo,Ib Infotech Enterprises Limited,Ib Infotech Enterprises Limited
519471,Ambarpil,Ambar Protein Industries Limited,Ambar Protein Industries Limited
519475,Chordia,Chordia Food Products Limited,Chordia Food Products Limited
519477,Cianagro,Cian Agro Industries & Infrastructure Limited,Cian Agro Industries & Infrastructure Limited
519483,Taiind,Tai Industries Limited-$,Tai Industries Limited
519494,Nkind,N.K.Industries Limited,N.K.Industries Limited
519500,Bkv,Bkv Industries Limited,Bkv Industries Limited
519506,Nccblue,Ncc Blue Water Products Limited,Ncc Bluewater Products Limited
519528,Norbteaexp,Norben Tea & Exports Limited,Norben Tea & Exports Limited
519532,Asiantne,Asian Tea & Exports Limited-$,Asian Tea & Exports Limited
519552,Heritgfood,Heritage Foods Limited,Heritage Foods Limited
519566,Simran,Simran Farms Limited,Simran Farms Limited
519574,Hindust,Hindustan Agrigenetics Limited,Hindustan Agrigenetics Limited
519600,Ccl,Ccl Products (India) Limited,Ccl Products (India) Limited
519602,Kelltontec,Kellton Tech Solutions Limited,Kellton Tech Solutions Limited
519604,Surfi,Suryo Foods & Industries Limited,Suryo Foods & Industries Limited
519606,Integfd,Integrated Proteins Limited,Integrated Proteins Limited
519612,Mahaanf,Mahaan Foods Limited,Mahaan Foods Limited
520008,Ricoauto,Rico Auto Industries Limited,Rico Auto Industries Limited
520021,Omaxauto,Omax Autos Limited,Omax Autos Limited,
520043,Munjalshow,Munjal Showa Limited,Munjal Showa Limited,
520051,Jamnaauto,Jamna Auto Industries Limited,Jamna Auto Industries Limited,
520056,Tvshlimited,Tvs Holdings Limited,Tvs Holdings Limited
520057,Jtektindia,Jtekt India Limited,Jtekt India Limited
520059,Munjalau,Munjal Auto Industries Limited,Munjal Auto Industries Limited
520066,Jaybarmaru,Jay Bharat Maruti Limited,Jay Bharat Maruti Limited,
520073,Raclgear,Racl Geartech Limited,Racl Geartech Limited
520075,Samkrg,Samkrg Pistons & Rings Limited-$,Samkrg Pistons And Rings Limited
520081,Ecststl,East Coast Steel Limited,East Coast Steel Limited
520086,Sicallog,Sical Logistics Limited,Sical Logistics Limited
520111,Ratnamani,Ratnamani Metals & Tubes Limited-$,Ratnamani Metals & Tubes Limited
520113,Vesuvius,Vesuvius India Limited,Vesuvius India Limited
520119,Asal,Automotive Stampings & Assemblies Limited,Automotive Stampings And Assemblies Limited
520121,Arceein,Arcee Industries Limited,Arcee Indusrtries Limited
520123,Abcindq,Abc India Limited-$,Abc India Limited
520127,Balte,Balurghat Technologies Limited,Balurghat Technologies Limited
520131,Coaro,Coastal Roadways Limited,Coastal Roadways Limited
520141,Sibaraut,Sibar Auto Parts Limited,Sibar Auto Parts Limited
520151,Shreyas,Shreyas Shipping & Logistics Limited,Shreyas Shipping And Logistics Limited
520155,Starlog,Starlog Enterprises Limited,Starlog Enterprises Limited
521003,Shvsuit,Shiva Suitings Limited,Shiva Suitings Limited,
521005,Titanin,Titan Intech Limited,Titan Intech Limited
521014,Eurotexind,Eurotex Industries & Exports Limited,Eurotex Industries & Exports Limited
521016,Icil,Indo Count Industries Limited,Indo Count Industries Limited
521018,Maralover,Maral Overseas Limited,Maral Overseas Limited
521034,Somatex,Soma Textiles & Industries Limited,Soma Textile & Industries Limited
521036,Sourceind,Source Industries (India) Limited,Source Industries (India) Limited
521048,Advlife,Advance Lifestyles Limited,Advance Lifestyles Limited
521054,Kaktex,Kakatiya Textiles Limited,Kakatiya Textiles Limited,
521062,Octave,Perfect-Octave Media Projects Limited,Perfect-Octave Media Projects Limited
521064,Trident,Trident Limited,Trident Limited
521068,Hisarsp,Hisar Spinning Mills Limited,Hisar Spinning Mills Limited
521070,Alokinds,Alok Industries Limited,Alok Industries Limited
521080,Pasari,Pasari Spinning Mills Limited,Pasari Spinning Mills Limited
521097,Amarjothi,Amarjothi Spinning Mills Limited,Amarjothi Spinning Mills Limited
521105,Olymptx,Olympia Industries Limited,Olympia Industries Limited
521109,Nagreekexp,Nagreeka Exports Limited-$,Nagreeka Exports Limited
521113,Sudtind-B,Suditi Industries Limited,Suditi Industries Limited
521131,Sbfl,Shree Bhavya Fabrics Limited,Shree Bhavya Fabrics Limited
521133,Gemspin,Gem Spinners India Limited,Gem Spinners India Limited
521137,Eurekai,Eureka Industries Limited,Eureka Industries Limited
521141,Adityasp,Aditya Spinners Limited,Aditya Spinners Limited
521149,Primeurb,Prime Urban Development India Limited,Prime Urban Development India Limited
521151,Dhanfab,Dhanlaxmi Fabrics Limited,Dhanlaxmi Fabrics Limited
521161,Slstlq,Sri Lakshmi Saraswathi Textiles (Arni) Limited-$,Sri Lakshmi Saraswathi Textiles (Ar
521163,Zodiacloth,Zodiac Clothing Co.Limited,Zodiac Clothing Co. Limited
521176,Gangotri,Gangotri Textiles Limited,Gangotri Textiles Limited
521178,Srmcl,Sri Ramakrishna Mills (Coimbatore) Limited-$,Sri Ramakrishna Mills (Coimbatore) Limited
521180,Superspin,Super Spinning Mills Limited,Super Spinning Mills Limited
521188,Unitedte,United Textiles Limited,United Textiles Limited
521194,Silinv,Sil Investments Limited,Sil Investments Limited
521200,Suryalaxmi,Suryalakshmi Cotton Mills Limited,Suryalakshmi Cotton Mills Limited
521206,Samtex,Samtex Fashions Limited-$,Samtex Fashions Limited
521210,Cityman,Cityman Limited,Cityman Limited
521216,Dhanroto,Dhanalaxmi Roto Spinners Limited,Dhanalaxmi Roto Spinners Limited
521220,Damodarind,Damodar Industries Limited-$,Damodar Industries Limited
521222,Sanblue,Sanblue Corporation Limited,Sanblue Corporation Limited
521226,Uniroyal,Uniroyal Industries Limited,Uniroyal Industries Limited
521228,Tatiaglob,Tatia Global Vennture Limited,Tatia Global Vennture Limited
521232,Suniltx,Sunil Industries Limited,Sunil Industries Limited,
521234,Srinacha,Sri Nachammai Cotton Mills Limited-$,Sri Nachammai Cotton Mills Limited
521238,Kdl,Kkrrafton Developers Limited,Kkrrafton Developers Limited
521240,Sambandam,Sambandam Spinning Mills Limited-$,Sambandam Spinning Mills Limited
521242,Kandagiri,Kandagiri Spinning Mills Limited-$,Kandagiri Spinning Mills Limited
521244,Mkpmob,Mkp Mobility Limited,Mkp Mobility Limited
521246,Paraspetro,Paras Petrofils Limited,Paras Petrofils Limited
521248,Kitex,Kitex Garments Limited,Kitex Garmenets Limited
522001,Cranex,Cranex Limited,Cranex Limited,
522004,Batliboi,Batliboi Limited-$,Batliboi Limited
522005,Austeng,Austin Engineering Co.Limited,Austin Engineering Co. Limited,
522014,Unidt,United Drilling Tools Limited,United Drilling Tools Limited,
522017,Fluidom,Fluidomat Limited,Fluidomat Limited,
522027,Emaindia,Ema India Limited,Ema India Limited
522029,Windmachin,Windsor Machines Limited,Windsor Machines Limited
522034,Shantigear,Shanthi Gears Limited,Shanthi Gears Limited,
522036,Mivenmach,Miven Machine Tools Limited,Miven Machine Tools Limited
522064,Hondapower,Honda India Power Products Limited,Honda India Power Products Limited
522073,Hitechgear,The Hi-Tech Gears Limited,The Hi-Tech Gears Limited
522074,Elgiequip,Elgi Equipments Limited,Elgi Equipments Limited,
522091,Uvdrhor,United Van Der Horst Limited,United Van Der Horst Limited,
522101,Klbreng-B,Kilburn Engineering Limited,Kilburn Engineering Limited
522105,Birlaprec,Birla Precision Technologies Limited,Birla Precision Technologies Limited
522108,Yuken,Yuken India Limited-$,Yuken India Limited,
522113,Timken,Timken India Limited,Timken India Limited
522122,Voithpapr,Voith Paper Fabrics India Limited-$,Voith Paper Fabrics India Limited
522134,Artsonen,Artson Engineering Limited,Artson Engineering Limited
522152,Solimac,Solitaire Machine Tools Limited,Solitaire Machine Tools Limited
522163,Diacabs,Diamond Power Infrastructure Limited-$,Diamond Power Infrastructure Limited
522165,Indsilhyd,Indsil Hydro Power And Manganese Limited-$,Indsil Hydro Power And Manganese Limited
522171,Tmtind-B1,Tmt (India) Limited,Tmt (India) Limited
522183,Itl,Itl Industries Limited-$,Itl Industries Limited
522195,Frontsp,Frontier Springs Limited,Frontier Springs Limited
522205,Prajind,Praj Industries Limited,Praj Industries Limited
522207,Rasandik,Rasandik Engineering Industries India Limited-$,Rasandik Engg. Industries India Limited
522209,Yogisung,Yogi Sung-Won (India) Limited,Yogi Sung-Won (India) Limited
522215,Hleglas,Hle Glascoat Limited,Hle Glascoat Limited
522217,Gujapollo,Gujarat Apollo Industries Limited,Gujarat Apollo Industries Limited
522229,Tanaa,Taneja Aerospace & Aviation Limited-$,Taneja Aerospace & Aviation Limited
522231,Conart,Conart Engineers Limited-$,Conart Engineers Limited
522235,Minalind,Minal Industries Limited,Minal Industries Limited
522237,Shivagr,Shivagrico Implements Limited,Shivagrico Implements Limited
522241,Mmfl,M.M.Forgings Limited-$,M.M.Forgings Limited
522245,Iykothite,Iykot Hitech Toolroom Limited,Iykot Hitech Toolroom Limited
522249,Mayuruniq,Mayur Uniquoters Limited-$,Mayur Uniquoters Limited
522251,Cenlub,Cenlub Industries Limited,Cenlub Industries Limited
522257,Rajooeng,Rajoo Engineers Limited-$,Rajoo Engineers Limited
522261,Dolphin,Dolphin Offshore Enterprises (India) Limited-$,Dolphin Offshore Enterprises (India) Limited
522267,Vjlaxmie,Veejay Lakshmi Engineering Works Limited-$,Veejay Lakshmi Engineering Works Lt
522273,Ahmdste,Ahmedabad Steelcraft Limited,Ahmedabad Steelcraft Limited
522275,Get&D,Ge T&D India Limited,Ge T&D India Limited
522281,Ramrat,Ram Ratna Wires Limited-$,Ram Ratna Wires Limited
522285,Jaynecoind,Jayaswal Neco Industries Limited,Jayaswal Neco Industries Limited
522287,Kpil,Kalpataru Projects International Limited,Kalpataru Projects International Limited
522289,Nmsresrc,Nms Resources Global Limited,Nms Resources Global Limited
522292,Candour,Candour Techtex Limited,Candour Techtex Limited
522294,Tiglob,T & I Global Limited,T & I Global Limited
522295,Controlpr,Control Print Limited-$,Control Print (India) Limited
522650,Bemhy,Bemco Hydraulics Limited,Bemco Hydraulics Limited,
523007,Ansalbu,Ansal Buildwell Limited-$,Ansal Buildwell Limited,
523011,Weizmanind,Weizmann Limited,Weizmann Limited.,
523019,Bnrsec,B.N.Rathi Securities Limited,B.N.Rathi Securities Limited
523021,Rishitech,Rishi Techtex Limited,Rishi Techtex Limited
523023,Sinclair,Sinclairs Hotels Limited-$,Sinclairs Hotels  Limited
523025,Safari,Safari Industries (India) Limited,Safari Industries (India) Limited,
523054,Zbintxpp,Binayak Tex Processors Limited,Binayak Tex Processors  Limited,
523062,Jjfincor,J.J.Finance Corporation Limited,J.J. Finance Corporation Limited,
523100,Cosmofe,Cosmo Ferrites Limited-$,Cosmo Ferrites Limited,
523105,Cropster,Cropster Agro Limited,Cropster Agro Limited
523113,Futursec,Futuristic Securities Limited,Futuristic Securities Limited
523116,Sanctrn,Sanco Trans Limited,Sanco Trans Limited,
523120,Adormul,Ador Multiproducts Limited,Ador Multiproducts Limited
523127,Eihahotels,Eih Associated Hotels Limited-$,Eih Associated Hotels Limited,
523144,Medicapq,Medi-Caps Limited-$,Medi-Caps Limited,
523151,Otco,Otco International Limited,Otco International Limited
523160,Morganite,Morganite Crucible (India) Limited,Morganite Crucible (India) Limited
523186,Bapack,B&A Packaging India Limited,B&A Packaging India Limited
523204,Aban,Aban Offshore Limited,Aban  Offshore Limited,
